Moment,Reaction,Offensiveness,Responsibility
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Speak up and voice the truth!,0.50,3.57
You call your father at home late at night and your boss answers.,Claim it was your identical twin.,-0.44,-0.36
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Avoid eye contact and back away slowly.,3.85,0.35
An unknown co-worker always leaves used tissues on the conference table.,Write your local congressperson.,-0.43,-0.45
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Start a slow clap.,4.48,-0.05
You call your father at home late at night and your boss answers.,"Say, ""I'll be right back."" Lie.",-0.49,-0.44
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Accept it and move on.,-0.53,2.71
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Hide in the bathroom until it all blows over.,0.77,-0.71
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Channel your inner Wonder Woman.,1.34,0.79
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Speak up and voice the truth!,1.72,5.71
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Blame it on someone who already quit.,3.65,-0.86
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Growl like a dog.,5.02,0.05
You discover that your starting salary is lower than your colleague's despite having the same job title.,Bring in donuts.,-0.48,-0.20
You get nervous and fake a British accent during your interview--and you get hired.,Avoid eye contact and back away slowly.,-0.05,-0.43
An unknown co-worker always leaves used tissues on the conference table.,Ask Siri what to do.,0.08,0.15
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Make a run for the border.,2.88,-0.45
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Put up your dukes and threaten to fight.,5.97,-0.83
You accidentally sit on ketchup at lunch.,Growl like a dog.,-0.76,0.09
You start telling a joke and realize halfway through you've forgotten the punch line.,Go take an emergency shower because you feel unclean.,-0.41,-0.40
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Curl up into the fetal position.,-0.32,-0.25
You discover that your starting salary is lower than your colleague's despite having the same job title.,Stroke their ego. A little brown-nosing never hurts.,0.93,1.46
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Order a solution from Amazon.,0.91,-0.03
Your boss refers to the custodian as Juan. His name is John.,Bring coffee for everything with a special ingredient: laxatives.,4.64,-1.16
Your boss tells you that rainbow flags are unprofessional.,Rant about it on Twitter.,1.43,-0.69
You accidentally sit on ketchup at lunch.,Make a run for the border.,-0.66,-0.06
You start telling a joke and realize halfway through you've forgotten the punch line.,Claim you were hacked.,-0.22,0.29
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Start a slow clap.,0.17,-0.56
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Accept it and move on.,0.99,2.79
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Accept it and move on.,0.25,3.75
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Start updating your resume.,0.16,2.37
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Laugh out loud and then abruptly stop.,3.51,0.97
Your boss refers to the custodian as Juan. His name is John.,Blame it on someone who already quit.,2.94,0.76
You get nervous and fake a British accent during your interview--and you get hired.,Order a solution from Amazon.,-0.39,1.01
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Bring coffee for everything with a special ingredient: laxatives.,4.09,0.20
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Open mouth. Insert both feet.,0.92,1.19
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Start updating your resume.,0.16,3.67
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Eat your co-workers' lunches until you forget your shame.,2.96,0.04
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Channel your inner Wonder Woman.,0.14,2.11
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Bring coffee for everything with a special ingredient: laxatives.,3.36,-0.51
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Laugh out loud and then abruptly stop.,-0.14,3.85
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Rant about it on Twitter.,0.04,1.31
You accidentally sit on ketchup at lunch.,Deny it ever happened.,-0.45,1.65
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Channel your inner Wonder Woman.,0.08,2.60
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Bring coffee for everything with a special ingredient: laxatives.,4.04,-0.07
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Go take an emergency shower because you feel unclean.,0.37,1.94
Your boss refers to the custodian as Juan. His name is John.,Growl like a dog.,3.40,0.45
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Start mentally drafting your letter of resignation.,-0.06,1.19
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Start a slow clap.,6.30,-0.35
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Bring coffee for everything with a special ingredient: laxatives.,4.24,-0.60
"You refer to your new colleague as ""sir"" and she corrects you.",Ask Siri what to do.,3.26,1.10
Your boss is in the bathroom stall next to you and starts a conversation.,Put up your dukes and threaten to fight.,1.78,0.46
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Rant about it on Twitter.,2.36,0.83
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Stroke their ego. A little brown-nosing never hurts.,0.48,1.60
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Ask for a raise.,2.48,0.43
An unknown co-worker always leaves used tissues on the conference table.,Tell them the devil made you do it.,1.36,0.65
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Stroke their ego. A little brown-nosing never hurts.,1.99,1.50
You start telling a joke and realize halfway through you've forgotten the punch line.,Avoid eye contact and back away slowly.,-0.68,2.44
"You refer to your new colleague as ""sir"" and she corrects you.",Bring in donuts.,0.36,2.96
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Rant about it on Twitter.,1.44,0.39
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Blame it on someone who already quit.,1.99,1.15
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Start mentally drafting your letter of resignation.,-0.05,2.53
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Fake a heart attack.,4.03,-0.50
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Laugh out loud and then abruptly stop.,-0.11,3.09
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Start mentally drafting your letter of resignation.,0.49,1.45
An unknown co-worker always leaves used tissues on the conference table.,Go take an emergency shower because you feel unclean.,0.99,0.95
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Write your local congressperson.,-0.25,1.41
Your boss is the horrible blind date that your friend still complains about...,Tell them the devil made you do it.,1.88,0.81
You call your father at home late at night and your boss answers.,Start a slow clap.,0.08,1.81
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Make crazy eyes until they wet their pants.,1.84,0.17
You start telling a joke and realize halfway through you've forgotten the punch line.,Tell them the devil made you do it.,1.54,1.55
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Tell them the devil made you do it.,2.19,0.25
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Deny it ever happened.,2.64,1.22
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Start updating your resume.,-0.62,1.31
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Make crazy eyes until they wet their pants.,0.79,0.98
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Curl up into the fetal position.,-0.49,1.08
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Deny it ever happened.,0.97,0.95
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Pretend you don't speak English.,2.90,-0.22
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Deny it ever happened.,-0.29,1.09
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Play dead.,0.29,-0.53
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Claim you were hacked.,1.51,-0.39
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Ask for a raise.,-0.00,0.06
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Call your mom.,-0.39,-0.50
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Speak up and voice the truth!,-0.26,6.63
Your boss is the horrible blind date that your friend still complains about...,Curl up into the fetal position.,-0.85,-0.25
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Ask for a raise.,4.03,-0.58
You discover that your starting salary is lower than your colleague's despite having the same job title.,Blame it on someone who already quit.,1.19,-0.96
"You refer to your new colleague as ""sir"" and she corrects you.",Put up your dukes and threaten to fight.,2.80,-0.58
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Curl up into the fetal position.,0.03,0.29
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Make crazy eyes until they wet their pants.,-0.45,-0.16
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Rant about it on Twitter.,-1.02,0.47
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Curl up into the fetal position.,-0.14,0.06
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Bring coffee for everything with a special ingredient: laxatives.,4.17,-0.41
Your boss refers to the custodian as Juan. His name is John.,Bring in donuts.,0.07,-0.02
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Put up your dukes and threaten to fight.,4.11,-0.19
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Claim you were hacked.,-0.36,-0.71
Your boss is in the bathroom stall next to you and starts a conversation.,Call security.,1.22,-0.62
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Bring in donuts.,-0.77,2.61
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Order a solution from Amazon.,-0.41,2.07
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Make a run for the border.,-0.87,-0.55
You call your father at home late at night and your boss answers.,Growl like a dog.,-0.29,-0.17
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Fake a heart attack.,1.39,-0.41
Your boss is the horrible blind date that your friend still complains about...,Post passive-aggressive sticky notes.,2.11,-0.20
"You suggest a meeting over coffee, and your boss assumes it's a date.",Start a slow clap.,0.49,0.01
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Fake a heart attack.,2.44,-0.33
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Speak up and voice the truth!,-0.63,1.93
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Ask Siri what to do.,-0.15,0.65
"You refer to your new colleague as ""sir"" and she corrects you.",Open mouth. Insert both feet.,0.21,-0.20
You start telling a joke and realize halfway through you've forgotten the punch line.,Curl up into the fetal position.,-0.63,-0.22
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Pretend you don't speak English.,-0.53,-0.41
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Call your mom.,-0.77,0.76
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Pretend you don't speak English.,-0.10,-0.00
A disgruntled co-worker calls you retarded during a heated debate.,Rant about it on Twitter.,0.17,-0.32
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Hang your head in shame.,-0.34,4.56
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Start a slow clap.,1.81,-0.40
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Fake a heart attack.,0.91,-1.27
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Growl like a dog.,-0.07,-0.08
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Channel your inner Wonder Woman.,0.65,-0.33
An unknown co-worker always leaves used tissues on the conference table.,Curl up into the fetal position.,-1.20,-0.51
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""","Say, ""I'll be right back."" Lie.",-0.12,1.90
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Start mentally drafting your letter of resignation.,-0.25,1.40
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Make a run for the border.,0.15,-0.13
Your boss tells you that rainbow flags are unprofessional.,Open mouth. Insert both feet.,0.43,-0.21
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Avoid eye contact and back away slowly.,1.54,-0.33
You call your father at home late at night and your boss answers.,Stroke their ego. A little brown-nosing never hurts.,-0.96,1.01
You start telling a joke and realize halfway through you've forgotten the punch line.,Bring coffee for everything with a special ingredient: laxatives.,3.63,-0.41
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Accept it and move on.,-0.14,4.44
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Sneak out the fire escape.,-0.16,0.08
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Plead the Fifth. Snitches get stitches.,1.62,0.09
Your boss is the horrible blind date that your friend still complains about...,Go to your happy place.,-0.21,1.88
An unknown co-worker always leaves used tissues on the conference table.,Call together an office meeting.,-0.43,2.36
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Forgive and forget.,-0.31,1.79
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Go to your happy place.,-0.37,0.76
You discover that your starting salary is lower than your colleague's despite having the same job title.,Apologize profusely.,-0.73,-0.29
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Forgive and forget.,0.13,1.03
"You suggest a meeting over coffee, and your boss assumes it's a date.",Phone a friend.,-0.51,1.10
Your boss tells you that rainbow flags are unprofessional.,"Smile and nod, just smile and nod.",0.02,1.71
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",File a complaint with HR.,-0.16,1.66
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Call together an office meeting.,-0.14,1.23
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Go to your happy place.,-0.56,1.44
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Go to your happy place.,-0.12,0.98
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Pretend you didn't notice.,0.66,0.40
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Forgive and forget.,-0.43,2.07
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Pretend you didn't notice.,-0.43,1.71
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Phone a friend.,-0.25,0.80
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Apologize profusely.,-0.73,1.40
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Call together an office meeting.,-0.53,0.52
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",File a complaint with HR.,-0.71,2.20
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Plead the Fifth. Snitches get stitches.,2.40,0.17
You call your father at home late at night and your boss answers.,Plead the Fifth. Snitches get stitches.,-0.32,1.18
You start telling a joke and realize halfway through you've forgotten the punch line.,Shrug it off. What doesn't kill you makes you stronger.,-0.51,1.70
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",File a complaint with HR.,0.55,-0.78
Your boss is the horrible blind date that your friend still complains about...,Pretend you didn't notice.,-0.09,2.13
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Apologize profusely.,-0.46,4.30
You accidentally sit on ketchup at lunch.,Go to your happy place.,-0.45,2.03
Your boss is in the bathroom stall next to you and starts a conversation.,Phone a friend.,1.52,0.84
You call your father at home late at night and your boss answers.,Phone a friend.,-0.42,0.88
"You and a colleague try to sidestep each other in a crowded hallway, but you both step in the same direction. Twice.",Forgive and forget.,-0.56,3.05
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Apologize profusely.,-0.67,5.88
A disgruntled co-worker calls you retarded during a heated debate.,Pretend you didn't notice.,-0.27,0.68
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Pretend you didn't notice.,1.02,1.01
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Apologize profusely.,-0.55,3.66
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Shrug it off. What doesn't kill you makes you stronger.,1.53,0.90
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Phone a friend.,0.04,0.23
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Apologize profusely.,-0.77,3.93
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Apologize profusely.,0.42,2.32
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Plead the Fifth. Snitches get stitches.,-0.90,1.05
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Pretend you didn't notice.,-0.15,1.04
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Forgive and forget.,1.44,0.38
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Plead the Fifth. Snitches get stitches.,1.13,0.30
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Phone a friend.,0.27,0.55
You discover that your starting salary is lower than your colleague's despite having the same job title.,"Smile and nod, just smile and nod.",-0.19,1.59
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Apologize profusely.,-0.31,2.02
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Apologize profusely.,-0.43,3.73
You call your father at home late at night and your boss answers.,Call together an office meeting.,0.09,0.34
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Shrug it off. What doesn't kill you makes you stronger.,2.67,0.73
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,File a complaint with HR.,0.69,-0.28
"You suggest a meeting over coffee, and your boss assumes it's a date.","Smile and nod, just smile and nod.",-0.00,1.17
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Pretend you didn't notice.,-0.76,1.76
You start telling a joke and realize halfway through you've forgotten the punch line.,Apologize profusely.,-0.39,3.33
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Shrug it off. What doesn't kill you makes you stronger.,1.06,0.32
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Call together an office meeting.,-0.37,3.29
"You refer to your new colleague as ""sir"" and she corrects you.",Shrug it off. What doesn't kill you makes you stronger.,1.50,0.95
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Call together an office meeting.,1.39,2.44
You get nervous and fake a British accent during your interview--and you get hired.,Shrug it off. What doesn't kill you makes you stronger.,-0.35,0.30
"Only one woman was invited to the planning meeting, and she's clearly noticed.",File a complaint with HR.,0.29,2.50
An unknown co-worker always leaves used tissues on the conference table.,Go to your happy place.,-0.11,1.85
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Phone a friend.,0.09,1.49
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Phone a friend.,0.69,1.07
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Phone a friend.,-0.81,1.93
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Call together an office meeting.,0.68,2.13
You start telling a joke and realize halfway through you've forgotten the punch line.,Forgive and forget.,-0.85,1.43
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Forgive and forget.,-0.70,3.12
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Call together an office meeting.,-0.54,0.53
You call your father at home late at night and your boss answers.,Shrug it off. What doesn't kill you makes you stronger.,-0.25,2.37
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Apologize profusely.,-0.18,4.74
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Forgive and forget.,-0.30,2.07
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Call together an office meeting.,0.84,0.51
You accidentally sit on ketchup at lunch.,Pretend you didn't notice.,-0.65,0.91
Your boss refers to the custodian as Juan. His name is John.,Call together an office meeting.,1.52,1.43
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Shrug it off. What doesn't kill you makes you stronger.,-0.02,1.96
You accidentally sit on ketchup at lunch.,Forgive and forget.,-0.29,1.72
You accidentally sit on ketchup at lunch.,Call together an office meeting.,-0.49,0.07
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Forgive and forget.,1.32,1.41
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,"Smile and nod, just smile and nod.",0.39,1.01
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Phone a friend.,0.04,1.61
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Shrug it off. What doesn't kill you makes you stronger.,-0.28,2.90
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,File a complaint with HR.,-0.19,0.36
You call your father at home late at night and your boss answers.,File a complaint with HR.,1.32,1.42
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Pretend you didn't notice.,1.69,0.35
You accidentally sit on ketchup at lunch.,Shrug it off. What doesn't kill you makes you stronger.,-0.71,2.51
You accidentally sit on ketchup at lunch.,Apologize profusely.,-0.85,2.41
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.","Smile and nod, just smile and nod.",1.12,0.92
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Phone a friend.,0.16,1.18
Your boss tells you that rainbow flags are unprofessional.,File a complaint with HR.,0.60,2.44
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Plead the Fifth. Snitches get stitches.,1.14,-0.23
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Forgive and forget.,-0.10,2.42
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Call together an office meeting.,0.61,1.28
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Phone a friend.,-0.10,1.53
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Forgive and forget.,-0.20,1.23
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Shrug it off. What doesn't kill you makes you stronger.,2.93,0.61
You call your father at home late at night and your boss answers.,Go to your happy place.,-0.75,1.43
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Apologize profusely.,0.06,2.98
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Pretend you didn't notice.,3.34,0.81
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Apologize profusely.,-0.20,3.76
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",File a complaint with HR.,1.18,0.46
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Go to your happy place.,0.42,0.75
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Apologize profusely.,0.01,4.68
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",File a complaint with HR.,1.02,-0.40
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Phone a friend.,1.84,0.25
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Shrug it off. What doesn't kill you makes you stronger.,0.87,0.81
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Plead the Fifth. Snitches get stitches.,1.54,0.02
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Forgive and forget.,1.09,1.31
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Plead the Fifth. Snitches get stitches.,2.00,0.92
A disgruntled co-worker calls you retarded during a heated debate.,Call together an office meeting.,0.68,3.55
Your boss refers to the custodian as Juan. His name is John.,Pretend you didn't notice.,1.64,0.04
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""","Smile and nod, just smile and nod.",1.30,2.36
You accidentally sit on ketchup at lunch.,File a complaint with HR.,0.17,-0.63
"You suggest a meeting over coffee, and your boss assumes it's a date.",Call together an office meeting.,0.23,1.49
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Forgive and forget.,1.26,1.81
Your boss refers to the custodian as Juan. His name is John.,Plead the Fifth. Snitches get stitches.,2.72,0.40
You accidentally sit on ketchup at lunch.,Phone a friend.,-0.79,1.78
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Plead the Fifth. Snitches get stitches.,0.53,0.30
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Shrug it off. What doesn't kill you makes you stronger.,0.84,1.33
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,File a complaint with HR.,0.36,2.13
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,"Smile and nod, just smile and nod.",0.73,0.86
You realize too late that the wireless presentation microphone is still on during your bathroom break.,"Smile and nod, just smile and nod.",1.40,0.86
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Pretend you didn't notice.,1.12,1.65
You get nervous and fake a British accent during your interview--and you get hired.,Plead the Fifth. Snitches get stitches.,0.51,-0.17
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Shrug it off. What doesn't kill you makes you stronger.,1.53,0.70
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Plead the Fifth. Snitches get stitches.,1.95,0.92
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Go to your happy place.,1.38,0.69
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Apologize profusely.,0.12,0.86
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Go to your happy place.,1.92,0.91
Your boss tells you that rainbow flags are unprofessional.,Plead the Fifth. Snitches get stitches.,2.09,0.61
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Apologize profusely.,-0.40,4.10
You start telling a joke and realize halfway through you've forgotten the punch line.,Plead the Fifth. Snitches get stitches.,-1.04,1.40
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Phone a friend.,1.03,0.73
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Shrug it off. What doesn't kill you makes you stronger.,1.32,0.34
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Plead the Fifth. Snitches get stitches.,1.69,0.23
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Plead the Fifth. Snitches get stitches.,2.25,0.57
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Call together an office meeting.,0.70,0.19
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Go to your happy place.,0.21,1.31
An unknown co-worker always leaves used tissues on the conference table.,Shrug it off. What doesn't kill you makes you stronger.,-0.12,2.55
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Phone a friend.,1.93,0.44
Your boss is the horrible blind date that your friend still complains about...,Phone a friend.,-0.17,1.93
